taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Psyche crassiorella,NHMSYS0000503961,1,1,1700,31,12,1917
Psychoides filicivora,NHMSYS0000503964,1,1,1700,,,
Psychoides verhuella,NHMSYS0000503965,1,1,1700,,,
Pterapherapteryx sexalata,NBNSYS0000005973,1,1,1700,,,
Pterophorus pentadactyla,NHMSYS0000503972,1,1,1700,,,
Pterostoma palpina,NBNSYS0000006097,1,1,1700,,,
Ptilodon capucina,NBNSYS0000006094,1,1,1700,,,
Ptilodon cucullina,NHMSYS0021144355,1,1,1700,,,
Ptilophora plumigera,NHMSYS0021144358,1,1,1700,,,
Ptocheuusa paupella,NHMSYS0000503982,1,1,1700,,,
Ptycholoma lecheana,NHMSYS0000503984,1,1,1700,,,
Ptycholomoides aeriferana,NHMSYS0021143011,1,1,1700,,,
Pungeleria capreolaria,NHMSYS0021125337,27,9,2013,,,
Pyralis farinalis,NHMSYS0000503998,1,1,1700,,,
Pyralis lienigialis,NHMSYS0000503999,1,1,1700,,,
Pyrausta aerealis,NHMSYS0021143707,1,1,1700,,,
Pyrausta aurata,NHMSYS0000504003,1,1,1700,,,
Pyrausta cingulata,NHMSYS0000504005,1,1,1700,,,
Pyrausta despicata,NBNSYS0100005004,1,1,1700,,,
Pyrausta nigrata,NHMSYS0000504006,1,1,1700,,,
Pyrausta ostrinalis,NHMSYS0000504007,1,1,1700,,,
Pyrausta purpuralis,NHMSYS0000504008,1,1,1700,,,
Pyrausta sanguinalis,NBNSYS0000026894,1,1,1700,,,
Pyroderces argyrogrammos,NHMSYS0001703662,1,1,1700,,,
Pyropteron chrysidiformis,NHMSYS0000504018,1,1,1836,,,
Pyropteron muscaeformis,NHMSYS0021143410,1,1,1700,,,
Pyrrhia umbra,NBNSYS0000006505,1,1,1700,,,
Recurvaria leucatella,NHMSYS0000504026,1,1,1700,,,
Recurvaria nanella,NHMSYS0021142793,1,1,1700,,,
Retinia resinella,MM0001Z100QKZ9J1,1,1,1700,,,
Rheumaptera hastata,NBNSYS0000005867,1,1,1700,,,
Rheumaptera hastata hastata,NHMSYS0021144034,1,1,1700,,,
Rheumaptera hastata nigrescens,NHMSYS0021144035,1,1,1700,,,
Rhigognostis annulatella,NHMSYS0000504042,1,1,1700,,,
Rhigognostis incarnatella,NHMSYS0000504044,1,1,1700,,,
Rhigognostis senilella,NHMSYS0000504045,1,1,1700,,,
Rhizedra lutosa,NHMSYS0021144629,1,1,1700,,,
Rhodometra sacraria,NBNSYS0000005789,1,1,1700,,,
Rhodophaea formosa,NHMSYS0021143641,1,1,1700,,,
Rhopobota myrtillana,NBNSYS0100005141,1,1,1700,,,
Rhopobota naevana,NHMSYS0021143246,1,1,1700,,,
Rhopobota stagnana,NBNSYS0100005142,1,1,1700,,,
Rhopobota ustomaculana,NHMSYS0000504054,1,1,1700,,,
Rhyacia lucipeta,NHMSYS0021144919,15,7,1968,,,
Rhyacia simulans,NBNSYS0000006191,1,1,1700,,,
Rhyacionia buoliana,NHMSYS0020470512,1,1,1700,,,
Rhyacionia logaea,NBNSYS0100005143,1,1,1700,,,
Rhyacionia pinicolana,NHMSYS0021143324,1,1,1700,,,
Rhyacionia pinivorana,NHMSYS0000504061,1,1,1700,,,
Rivula sericealis,NBNSYS0000006578,1,1,1700,,,
Roeslerstammia erxlebella,NHMSYS0000504067,1,1,1700,,,
Roeslerstammia pronubella,NHMSYS0021142402,1,1,1700,31,12,1873
Rusina ferruginea,NBNSYS0000006398,1,1,1700,,,
Sabra harpagula,NBNSYS0000005722,1,1,1961,,,
Salebriopsis albicilla,NHMSYS0000504078,1,1,1700,,,
Saturnia pavonia,NBNSYS0000156325,1,1,1700,,,
Schiffermuelleria grandis,NHMSYS0021142538,1,1,1700,,,
Schiffermuelleria schaefferella,NHMSYS0021142536,28,5,2012,,,
Schoenobius gigantella,NHMSYS0021143785,1,1,1700,,,
Schrankia costaestrigalis,NBNSYS0000006586,1,1,1700,,,
Schrankia taenialis,NHMSYS0021144432,1,1,1700,,,
Schreckensteinia festaliella,NHMSYS0021142963,1,1,1700,,,
Sciota adelphella,NHMSYS0000504111,1,1,1700,,,
Sciota hostilis,NBNSYS0000026980,1,1,1700,,,
Sciota rhenella,NHMSYS0001703764,1,1,1700,,,
Sclerocona acutellus,NHMSYS0000504113,1,1,1700,,,
Scoliopteryx libatrix,NBNSYS0000006573,1,1,1700,,,
Scoparia ambigualis,NHMSYS0000504116,1,1,1700,,,
Scoparia ancipitella,NHMSYS0000504117,1,1,1700,,,
Scoparia basistrigalis,NHMSYS0000504119,1,1,1700,,,
Scoparia pyralella,NHMSYS0021143745,1,1,1700,,,
Scoparia subfusca,NHMSYS0000504121,1,1,1700,,,
Scopula emutaria,NHMSYS0021143877,1,1,1700,,,
Scopula floslactata,NBNSYS0000005766,1,1,1700,,,
Scopula imitaria,NHMSYS0021143870,1,1,1700,,,
Scopula immorata,NBNSYS0000005756,1,1,1700,22,6,1961
Scopula immutata,NBNSYS0000005765,1,1,1700,,,
Scopula marginepunctata,NBNSYS0000005762,1,1,1700,,,
Scopula nigropunctata,NBNSYS0000005757,1,1,1700,,,
Scopula ornata,NBNSYS0000005760,1,1,1700,,,
Scopula rubiginata,NBNSYS0000005761,1,1,1700,,,
Scopula ternata,NHMSYS0021143871,1,1,1700,,,
Scotopteryx bipunctaria,NHMSYS0000521353,1,1,1700,,,
Scotopteryx bipunctaria bipunctaria,NHMSYS0021143907,1,1,1700,,,
Scotopteryx bipunctaria cretata,NHMSYS0021143908,1,1,1700,,,
Scotopteryx chenopodiata,NBNSYS0000005807,1,1,1700,,,
Scotopteryx luridata,NHMSYS0000521358,1,1,1700,,,
Scotopteryx luridata luridata,NHMSYS0021143903,1,1,1700,,,
Scotopteryx luridata plumbaria,NHMSYS0021143905,1,1,1700,,,
Scotopteryx moeniata,NBNSYS0000005804,1,1,1973,,,
Scotopteryx mucronata,NBNSYS0000005809,1,1,1700,,,
Scotopteryx mucronata mucronata,NHMSYS0021143900,1,1,1700,,,
Scotopteryx mucronata scotica,NHMSYS0021143902,1,1,1700,,,
Scotopteryx mucronata umbrifera,NHMSYS0021143901,1,1,1700,,,
Scotopteryx peribolata,NHMSYS0021143906,1,1,1890,,,
Scrobipalpa acuminatella,NHMSYS0000504138,1,1,1700,,,
Scrobipalpa artemisiella,NHMSYS0000504139,1,1,1700,,,
Scrobipalpa atriplicella,NHMSYS0000504140,1,1,1700,,,
Scrobipalpa clintoni,NHMSYS0000504141,1,1,1700,,,
Scrobipalpa costella,NHMSYS0000504142,1,1,1700,,,
Scrobipalpa instabilella,NHMSYS0000504143,1,1,1700,,,
Scrobipalpa murinella,NHMSYS0021142749,1,1,1700,,,
Scrobipalpa nitentella,NHMSYS0000504146,1,1,1700,,,
Scrobipalpa obsoletella,NHMSYS0000504147,1,1,1700,,,
Scrobipalpa ocellatella,NHMSYS0000504148,1,1,1700,,,
Scrobipalpa pauperella,NBNSYS0000005366,1,1,1700,,,
Scrobipalpa salicorniae,NHMSYS0021142751,1,1,1700,,,
Scrobipalpa samadensis,NHMSYS0000521368,1,1,1700,,,
Scrobipalpa stangei,NHMSYS0000504153,1,1,1700,31,12,1889
Scrobipalpa suaedella,NHMSYS0000504154,1,1,1700,,,
Scrobipalpula diffluella,NHMSYS0000504156,1,1,1700,31,12,1926
Scrobipalpula tussilaginis,NHMSYS0000504158,1,1,1700,,,
Scythris cicadella,NHMSYS0000504160,1,1,1700,31,12,1887
Scythris crassiuscula,NHMSYS0000504161,1,1,1700,,,
Scythris empetrella,NHMSYS0000504162,1,1,1700,,,
Scythris fallacella,NHMSYS0000504163,1,1,1700,,,
Scythris fuscoaenea,NHMSYS0000504165,1,1,1700,31,12,1939
Scythris grandipennis,NHMSYS0000504166,1,1,1700,,,
Scythris inspersella,NHMSYS0021142883,1,1,1700,,,
Scythris limbella,NHMSYS0000504168,1,1,1700,,,
Scythris picaepennis,NHMSYS0000504169,1,1,1700,,,
Scythris potentillella,MM0001Z1000RH411,1,1,1700,,,
Scythris siccella,NHMSYS0000504172,1,1,1700,,,
Scythropia crataegella,NHMSYS0000504176,1,1,1700,,,
Sedina buettneri,NBNSYS0000006481,1,9,1945,,,
Selagia argyrella,NHMSYS0000504181,1,1,1700,,,
Selania leplastriana,NHMSYS0000504183,1,1,1700,,,
Selenia dentaria,NBNSYS0000006008,1,1,1700,,,
Selenia lunularia,NHMSYS0021144200,1,1,1700,,,
Selenia tetralunaria,NBNSYS0000006010,1,1,1700,,,
Selidosema brunnearia,NBNSYS0000006030,1,1,1700,,,
Selidosema brunnearia brunnearia,NHMSYS0021144233,1,1,1700,,,
Selidosema brunnearia scandinaviaria,NHMSYS0021144236,1,1,1700,,,
Selidosema brunnearia tyronensis,NHMSYS0021144237,1,1,1700,,,
Semioscopis avellanella,NHMSYS0000504191,1,1,1700,,,
Semioscopis steinkellneriana,NHMSYS0021142577,1,1,1700,,,
Senta flammea,NBNSYS0000006302,1,1,1850,,,
Sesamia nonagrioides,NHMSYS0021144692,2,10,2011,,,
Sesia apiformis,NBNSYS0000005685,1,1,1700,,,
Sesia bembeciformis,NHMSYS0021143404,1,1,1700,,,
Setina irrorella,NBNSYS0000006122,1,1,1700,,,
Sideridis reticulata,NHMSYS0021167201,1,1,1700,,,
Sideridis reticulata hibernica,NHMSYS0021144837,1,1,1700,,,
Sideridis reticulata marginosa,NHMSYS0021144836,1,1,1700,,,
Sideridis reticulata reticulata,NHMSYS0021144833,1,1,1700,,,
Sideridis rivularis,NHMSYS0021144830,1,1,1700,,,
Sideridis turbida,NHMSYS0021144827,1,1,1700,,,
Simyra albovenosa,NBNSYS0000006385,1,1,1700,,,
Siona lineata,NBNSYS0000006058,1,1,1700,,,
Sitochroa palealis,NHMSYS0021143713,1,1,1700,,,
Sitochroa verticalis,NHMSYS0000504228,1,1,1700,,,
Sitotroga cerealella,NHMSYS0000504230,1,1,1700,,,
Smerinthus ocellata,NBNSYS0000006068,1,1,1700,,,
Sophronia semicostella,NHMSYS0021142731,1,1,1700,,,
Sorhagenia janiszewskae,NHMSYS0000504257,1,1,1700,,,
Sorhagenia lophyrella,NHMSYS0000504258,1,1,1700,,,
Sorhagenia rhamniella,NHMSYS0000504259,1,1,1700,,,
Spaelotis ravida,NHMSYS0021144929,1,1,1700,31,12,1999
Spargania luctuata,NHMSYS0021143955,2,6,1924,,,
Sparganothis pilleriana,NHMSYS0021142989,1,1,1700,,,
Spatalistis bifasciana,NHMSYS0021143068,1,1,1700,,,
Sphinx ligustri,NHMSYS0021143835,1,1,1700,,,
Sphinx pinastri,NHMSYS0021143836,1,1,1700,,,
Spilonota laricana,NBNSYS0100005572,1,1,1700,,,
Spilonota ocellana,NHMSYS0021143249,1,1,1700,,,
Spilosoma lubricipeda,NBNSYS0000006146,1,1,1700,,,
Spilosoma lutea,NHMSYS0021144388,1,1,1700,,,
Spilosoma urticae,NBNSYS0000006148,1,1,1700,,,
Spodoptera cilium,NHMSYS0021144566,29,9,1990,,,
Spodoptera exigua,NHMSYS0021144565,1,1,1700,,,
Spodoptera littoralis,NBNSYS0000006491,1,9,1960,,,
Spoladea recurvalis,NHMSYS0000504286,1,1,1700,,,
Spuleria flavicaput,NHMSYS0000504292,1,1,1700,,,
Standfussiana lucernea,NBNSYS0000006190,1,1,1700,,,
Stathmopoda pedella,NHMSYS0000504300,1,1,1700,,,
Stauropus fagi,NBNSYS0000006085,1,1,1700,,,
Stegania cararia,NHMSYS0020732454,1,7,2009,,,
Stegania trimaculata,NHMSYS0000504304,13,6,1978,,,
Stenolechia gemmella,NHMSYS0000504307,1,1,1700,,,
Stenoptilia annadactyla,NHMSYS0020547811,1,1,1700,,,
Stenoptilia bipunctidactyla,NHMSYS0000504309,1,1,1700,,,
Stenoptilia inopinata,NHMSYS0021142914,1,1,1700,,,
Stenoptilia islandicus,NBNSYS0100005592,1,1,1700,,,
Stenoptilia millieridactyla,NHMSYS0021142918,1,1,1700,,,
Stenoptilia pneumonanthes,NHMSYS0000504313,1,1,1700,,,
Stenoptilia pterodactyla,NHMSYS0000504314,1,1,1700,,,
Stenoptilia scabiodactylus,NHMSYS0000504316,1,1,1700,,,
Stenoptilia zophodactylus,NHMSYS0000504317,1,1,1700,,,
Stenoptinea cyaneimarmorella,NHMSYS0000504319,1,1,1700,,,
Stephensia brunnichella,NHMSYS0000504321,1,1,1700,,,
Sterrhopterix fusca,NBNSYS0000025782,1,1,1700,,,
Stictea mygindiana,NHMSYS0021143190,1,1,1700,,,
Stigmella aceris,NHMSYS0000504326,1,1,1700,,,
Stigmella aeneofasciella,NHMSYS0000504327,1,1,1700,,,
Stigmella alnetella,NHMSYS0000504328,1,1,1700,,,
Stigmella anomalella,NHMSYS0000504329,1,1,1700,,,
Stigmella assimilella,NHMSYS0000504330,1,1,1700,,,
Stigmella atricapitella,NHMSYS0000504331,1,1,1700,,,
Stigmella aurella,NHMSYS0000504333,1,1,1700,,,
Stigmella auromarginella,NHMSYS0000504337,1,1,1700,,,
Stigmella basiguttella,NHMSYS0000504338,1,1,1700,,,
Stigmella betulicola,NHMSYS0000504339,1,1,1700,,,
Stigmella catharticella,NHMSYS0000504342,1,1,1700,,,
Stigmella centifoliella,NHMSYS0000504343,1,1,1700,,,
Stigmella confusella,NHMSYS0000504344,1,1,1700,,,
Stigmella continuella,NHMSYS0000504345,1,1,1700,,,
Stigmella crataegella,NHMSYS0000504346,1,1,1700,,,
Stigmella desperatella,NHMSYS0000504347,1,1,1700,31,12,1899
Stigmella dryadella,NHMSYS0021142125,1,1,1700,,,
Stigmella filipendulae,NHMSYS0000504351,1,1,1700,,,
Stigmella floslactella,NHMSYS0000504352,1,1,1700,,,
Stigmella floslactella,NHMSYS0000504352,1,1,1700,,,
Stigmella glutinosae,NHMSYS0000504354,1,1,1700,,,
Stigmella hemargyrella,NHMSYS0000504355,1,1,1700,,,
Stigmella hybnerella,NHMSYS0000504356,1,1,1700,,,
Stigmella incognitella,NBNSYS0100005604,1,1,1700,,,
Stigmella lapponica,NHMSYS0000504357,1,1,1700,,,
Stigmella lemniscella,NBNSYS0100005605,1,1,1700,,,
Stigmella luteella,NHMSYS0000504359,1,1,1700,,,
Stigmella magdalenae,NBNSYS0100005606,1,1,1700,,,
Stigmella malella,NHMSYS0000504360,1,1,1700,,,
Stigmella mespilicola,NHMSYS0000504361,1,1,1700,,,
Stigmella microtheriella,NHMSYS0000504362,1,1,1700,,,
Stigmella microtheriella,NHMSYS0000504362,1,1,1700,,,
Stigmella minusculella,NHMSYS0000504363,1,1,1700,,,
Stigmella myrtillella,NHMSYS0000504364,1,1,1700,,,
Stigmella nylandriella,NHMSYS0000504366,1,1,1700,,,
Stigmella obliquella,NHMSYS0000504367,1,1,1700,,,
Stigmella oxyacanthella,NHMSYS0000504368,1,1,1700,,,
Stigmella paradoxa,NHMSYS0000504369,1,1,1700,,,
Stigmella perpygmaeella,NHMSYS0000504370,1,1,1700,,,
Stigmella plagicolella,NHMSYS0000504371,1,1,1700,,,
Stigmella poterii,NHMSYS0000504372,1,1,1700,,,
Stigmella pretiosa,NBNSYS0100005609,1,1,1700,,,
Stigmella pyri,NHMSYS0000504376,1,1,1700,,,
Stigmella regiella,NHMSYS0000504377,1,1,1700,,,
Stigmella roborella,NHMSYS0000504379,1,1,1700,,,
Stigmella ruficapitella,NHMSYS0000504380,1,1,1700,,,
Stigmella sakhalinella,NBNSYS0100005611,1,1,1700,,,
Stigmella salicis,NHMSYS0000504381,1,1,1700,,,
Stigmella samiatella,NHMSYS0000504382,1,1,1700,,,
Stigmella sorbi,NHMSYS0000504383,1,1,1700,,,
Stigmella speciosa,NHMSYS0000504384,1,1,1700,,,
Stigmella spinosissimae,NHMSYS0000504385,1,1,1700,,,
Stigmella splendidissimella,NHMSYS0000504386,1,1,1700,,,
Stigmella suberivora,NHMSYS0000504388,1,1,1700,,,
Stigmella svenssoni,NHMSYS0000504389,1,1,1700,,,
Stigmella tiliae,NHMSYS0000504390,1,1,1700,,,
Stigmella tityrella,NHMSYS0000504391,1,1,1700,,,
Stigmella torminalis,NHMSYS0000504392,1,1,1700,31,12,1910
Stigmella trimaculella,NHMSYS0000504393,1,1,1700,,,
Stigmella ulmivora,NHMSYS0000504396,1,1,1700,,,
Stigmella viscerella,NHMSYS0000504397,1,1,1700,,,
Stigmella zelleriella,NHMSYS0000504398,1,1,1700,,,
Stilbia anomala,NBNSYS0000006500,1,1,1700,,,
Strophedra nitidana,NHMSYS0000504405,1,1,1700,,,
Strophedra weirana,NHMSYS0000504406,1,1,1700,,,
Subacronicta megacephala,NHMSYS0021144513,1,1,1700,,,
Swammerdamia caesiella,NHMSYS0000504410,1,1,1700,,,
Swammerdamia compunctella,NHMSYS0000504411,1,1,1700,,,
Swammerdamia passerella,NHMSYS0000504413,1,1,1700,,,
Swammerdamia pyrella,NHMSYS0000504414,1,1,1700,,,
Symmoca signatella,NHMSYS0000504417,1,1,1700,,,
Synanthedon andrenaeformis,NBNSYS0000005693,1,1,1700,,,
Synanthedon culiciformis,NBNSYS0000005696,1,1,1700,,,
Synanthedon flaviventris,NBNSYS0000005692,1,1,1700,,,
Synanthedon formicaeformis,NHMSYS0021143407,1,1,1700,,,
Synanthedon myopaeformis,NBNSYS0000005694,1,1,1700,,,
Synanthedon scoliaeformis,NBNSYS0000005691,1,1,1854,,,
Synanthedon spheciformis,NHMSYS0021143406,1,1,1700,,,
Synanthedon tipuliformis,NBNSYS0000005688,1,1,1700,,,
Synanthedon vespiformis,NBNSYS0000005689,1,1,1700,,,
Synaphe punctalis,NHMSYS0000504424,1,1,1700,,,
Syncopacma albifrontella,NHMSYS0001703664,5,6,2001,,,
Syncopacma albipalpella,NHMSYS0000504428,1,1,1700,31,12,2011
Syncopacma cinctella,NHMSYS0000504429,1,1,1700,,,
Syncopacma larseniella,NHMSYS0021142616,1,1,1700,,,
Syncopacma polychromella,NHMSYS0000504431,1,1,1700,,,
Syncopacma sangiella,NHMSYS0000504432,1,1,1700,,,
Syncopacma suecicella,NHMSYS0000504433,1,1,1700,,,
Syncopacma taeniolella,NHMSYS0000504434,1,1,1700,,,
Syncopacma vinella,NHMSYS0000504435,1,1,1700,,,
Syndemis musculana,NHMSYS0021143016,1,1,1700,,,
Syngrapha interrogationis,NBNSYS0000006552,1,1,1700,,,
Synthymia fixa,NBNSYS0000006501,23,6,1937,,,
Tachystola acroxantha,NBNSYS0100005693,1,1,1700,,,
Taleporia tubulosa,NHMSYS0000504447,1,1,1700,,,
Tathorhynchus exsiccata,NBNSYS0000006391,1,1,1700,,,
Tebenna micalis,NHMSYS0000504455,1,1,1700,,,
Telechrysis tripuncta,NHMSYS0000504459,1,1,1700,,,
Teleiodes flavimaculella,NHMSYS0000504462,1,1,1700,,,
Teleiodes luculella,NHMSYS0021142781,1,1,1700,,,
Teleiodes sequax,NHMSYS0000504464,1,1,1700,,,
Teleiodes vulgella,NHMSYS0021142777,1,1,1700,,,
Teleiodes wagae,NHMSYS0000504466,1,1,1700,,,
Teleiopsis diffinis,NHMSYS0000504468,1,1,1700,,,
Tenaga nigripunctella,NHMSYS0000504471,1,1,1700,,,
Tethea ocularis,NHMSYS0000521103,1,1,1700,,,
Tethea ocularis octogesimea,NHMSYS0021143793,1,1,1700,,,
Tethea ocularis ocularis,NHMSYS0021143792,1,1,1700,,,
Tethea or,NHMSYS0000521108,1,1,1700,,,
Tethea or hibernica,NHMSYS0021143796,1,1,1700,,,
Tethea or or,NHMSYS0021143794,1,1,1700,,,
Tethea or scotica,NHMSYS0021143795,1,1,1700,,,
Tetheella fluctuosa,NHMSYS0021143797,1,1,1700,,,
Tetramoera langmaidi,NHMSYS0021120360,1,1,1700,,,
Thalera fimbrialis,NBNSYS0000005745,1,1,1950,,,
Thalpophila matura,NBNSYS0000006399,1,1,1700,,,
Thaumetopoea pityocampa,NHMSYS0021144336,1,1,1995,,,
Thaumetopoea processionea,NBNSYS0000006108,19,8,1983,,,
Thera britannica,NHMSYS0000504489,1,1,1700,,,
Thera cognata,NBNSYS0000005850,1,1,1700,,,
Thera cupressata,NHMSYS0021143981,1,1,1984,,,
Thera juniperata,NBNSYS0000005851,1,1,1700,,,
Thera juniperata juniperata,NHMSYS0021143978,1,1,1700,,,
Thera juniperata orcadensis,NHMSYS0021143980,1,1,1700,,,
Thera juniperata scotica,NHMSYS0021143979,1,1,1700,,,
Thera obeliscata,NHMSYS0021143975,1,1,1700,,,
Thera vetustata,NHMSYS0021143974,17,10,2006,,,
Theria primaria,NBNSYS0000006052,1,1,1700,,,
Thetidia smaragdaria,NHMSYS0000517123,1,1,1700,30,4,1991
Thetidia smaragdaria maritima,NHMSYS0021144319,1,1,1700,30,4,1991
Thetidia smaragdaria smaragdaria,NHMSYS0021144318,1,1,1700,30,4,1991
Thiodia citrana,NHMSYS0021143243,1,1,1700,,,
Thiotricha subocellea,NBNSYS0100005809,1,1,1700,,,
Thisanotia chrysonuchella,NHMSYS0000504504,1,1,1700,,,
Tholera cespitis,NHMSYS0021144801,1,1,1700,,,
Tholera decimalis,NBNSYS0000006271,1,1,1700,,,
Thumatha senex,NHMSYS0021144411,1,1,1700,,,
Thyatira batis,NBNSYS0000005724,1,1,1700,,,
Thysanoplusia daubei,NHMSYS0021158212,10,11,2014,,,
Thysanoplusia orichalcea,MM0001Z100B1FMS1,1,1,1820,,,
Tiliacea aurago,NHMSYS0021144699,1,1,1700,,,
Tiliacea citrago,NHMSYS0021144698,1,1,1700,,,
Timandra comae,NHMSYS0021143879,1,1,1700,,,
Tinagma balteolella,NHMSYS0021142525,1,1,1700,,,
Tinagma ocnerostomella,NHMSYS0000504526,1,1,1700,,,
Tinea columbariella,NHMSYS0000504528,1,1,1700,,,
Tinea dubiella,NHMSYS0000504529,1,1,1700,,,
Tinea flavescentella,NHMSYS0000504531,1,1,1700,,,
Tinea pallescentella,NHMSYS0000504537,1,1,1700,,,
Tinea pellionella,NHMSYS0000504538,1,1,1700,,,
Tinea semifulvella,NHMSYS0000504539,1,1,1700,,,
Tinea trinotella,NHMSYS0000504541,1,1,1700,,,
Tineola bisselliella,NHMSYS0000504546,1,1,1700,,,
Tischeria dodonaea,NHMSYS0000504548,1,1,1700,,,
Tischeria ekebladella,NHMSYS0000504549,1,1,1700,,,
Tortricodes alternella,NHMSYS0021143042,1,1,1700,,,
Tortrix viridana,NHMSYS0021143070,1,1,1700,,,
Trachea atriplicis,NBNSYS0000006400,1,1,1700,,,
Trachypepla contritella,NHMSYS0021238032,4,7,2012,,,
Triaxomasia caprimulgella,NHMSYS0000504567,1,1,1700,,,
Triaxomera fulvimitrella,NHMSYS0000504569,1,1,1700,,,
Triaxomera parasitella,NHMSYS0000504570,1,1,1700,,,
Trichiura crataegi,NBNSYS0000005701,1,1,1700,,,
Trichophaga tapetzella,NHMSYS0000504577,1,1,1700,,,
Trichoplusia ni,NHMSYS0021144463,1,1,1700,,,
Trichopteryx carpinata,NBNSYS0000005972,1,1,1700,,,
Trichopteryx polycommata,NHMSYS0021144154,1,1,1700,,,
Trifurcula beirnei,NBNSYS0100005898,1,1,1700,,,
Trifurcula cryptella,NHMSYS0000504584,1,1,1700,,,
Trifurcula eurema,NHMSYS0000504585,1,1,1700,,,
Trifurcula headleyella,NBNSYS0100005899,1,1,1700,,,
Trifurcula immundella,NHMSYS0000504587,1,1,1700,,,
Trifurcula squamatella,NBNSYS0100005901,1,1,1700,,,
Trifurcula subnitidella,NHMSYS0021142138,1,1,1700,,,
Trigonophora flammea,NBNSYS0000006344,1,7,1850,,,
Triodia sylvina,NHMSYS0021142341,1,1,1700,,,
Triphosa dubitata,NBNSYS0000005870,1,1,1700,,,
Trisateles emortualis,NHMSYS0021144441,1,1,1700,,,
Tuta absoluta,NHMSYS0020973895,1,1,1700,,,
Tyria jacobaeae,NBNSYS0000006155,1,1,1700,,,
Tyta luctuosa,NHMSYS0021144495,1,1,1700,,,
Udea decrepitalis,NHMSYS0000504608,1,1,1700,,,
Udea ferrugalis,NHMSYS0000504609,1,1,1700,,,
Udea fulvalis,NHMSYS0021143723,1,1,1700,,,
Udea lutealis,NHMSYS0021143724,1,1,1700,,,
Udea olivalis,NHMSYS0021143728,1,1,1700,,,
Udea prunalis,NHMSYS0021143726,1,1,1700,,,
Udea uliginosalis,NBNSYS0000026924,1,1,1700,,,
Uresiphita gilvata,NHMSYS0000504617,1,1,1700,,,
Uresiphita reversalis,NHMSYS0021143711,23,9,2006,,,
Utetheisa pulchella,NBNSYS0000006140,1,1,1800,,,
Venusia blomeri,NHMSYS0021144025,1,1,1700,,,
Venusia cambrica,NBNSYS0000005964,1,1,1700,,,
Vittaplusia vittata,NHMSYS0021144467,31,7,1995,,,
Vitula biviella,NHMSYS0000504629,1,1,1700,,,
Vitula edmandsii,NHMSYS0021143675,1,1,1700,,,
Watsonalla binaria,NBNSYS0100005987,1,1,1700,,,
Watsonalla cultraria,NBNSYS0100005988,1,1,1700,,,
Wheeleria spilodactylus,NHMSYS0021142946,1,1,1700,,,
Whittleia retiella,NBNSYS0000025777,1,1,1700,,,
Xanthia togata,NBNSYS0000006368,1,1,1700,,,
Xanthorhoe biriviata,NBNSYS0000005794,1,1,1951,,,
Xanthorhoe decoloraria,NHMSYS0000520988,1,1,1700,,,
Xanthorhoe decoloraria decoloraria,NHMSYS0021143915,1,1,1700,,,
Xanthorhoe decoloraria hethlandica,NHMSYS0021143917,1,1,1700,,,
Xanthorhoe designata,NBNSYS0000005795,1,1,1700,,,
Xanthorhoe ferrugata,NBNSYS0000005800,1,1,1700,,,
Xanthorhoe fluctuata,NBNSYS0000005803,1,1,1700,,,
Xanthorhoe fluctuata fluctuata,NHMSYS0021143918,1,1,1700,,,
Xanthorhoe fluctuata thules,NHMSYS0021143919,1,1,1700,,,
Xanthorhoe montanata,NHMSYS0000520993,1,1,1700,,,
Xanthorhoe montanata montanata,NHMSYS0021143925,1,1,1700,,,
Xanthorhoe montanata shetlandica,NHMSYS0021143926,1,1,1700,,,
Xanthorhoe quadrifasiata,MM0001Z100BZSUG1,1,1,1700,,,
Xanthorhoe spadicearia,NHMSYS0021143920,1,1,1700,,,
Xenolechia aethiops,NHMSYS0000504665,1,1,1946,31,12,1957
Xestia agathina,NBNSYS0000006226,1,1,1700,,,
Xestia agathina agathina,NHMSYS0021144937,1,1,1700,,,
Xestia agathina hebridicola,NHMSYS0021144938,1,1,1700,,,
Xestia alpicola,NHMSYS0000523349,1,1,1700,,,
Xestia alpicola alpicola,NHMSYS0021144945,1,1,1700,,,
Xestia alpicola alpina,NHMSYS0021144948,1,1,1700,,,
Xestia ashworthii,NBNSYS0000006220,1,1,1700,,,
Xestia baja,NHMSYS0021144934,1,1,1700,,,
Xestia c-nigrum,NBNSYS0000006217,1,1,1700,,,
Xestia castanea,NHMSYS0000504669,1,1,1700,,,
Xestia ditrapezium,NHMSYS0021144942,1,1,1700,,,
Xestia sexstrigata,NBNSYS0000006224,1,1,1700,,,
Xestia stigmatica,NHMSYS0021144935,1,1,1700,,,
Xestia triangulum,NBNSYS0000006219,1,1,1700,,,
Xestia xanthographa,NHMSYS0021144939,1,1,1700,,,
Xylena exsoleta,NBNSYS0000006335,1,1,1700,,,
Xylena solidaginis,NHMSYS0021144740,1,1,1700,,,
Xylena vetusta,NHMSYS0021144742,1,1,1700,,,
Xylocampa areola,NBNSYS0000006336,1,1,1700,,,
Xystophora pulveratella,NHMSYS0000504676,1,1,1700,31,12,1912
Yponomeuta cagnagella,NHMSYS0021142458,1,1,1700,,,
Yponomeuta evonymella,NHMSYS0000504685,1,1,1700,,,
Yponomeuta irrorella,NBNSYS0000026009,1,1,1700,,,
Yponomeuta malinellus,NHMSYS0000504687,1,1,1700,,,
